cand id	bleu	R1f	R1p	R1r	R2f	R2p	R2r	RLf	RLp	RLr	glove_wms	glove_sms	glove_s+wms	elmo_wms	elmo_sms	elmo_s+wms	bert_wms	bert_sms	bert_s+wms	bertscore-p	bertscore-r	bertscore-f1	SentBERT	score
1087	0.010694451	0.238095233	0.23255814	0.243902439	0.073170727	0.071428571	0.075	0.243243238	0.264705882	0.225	0.008625538	0.064412758	0.023645822	2.56E-08	4.61E-05	1.09E-06	1.06E-06	0.000283506	1.79E-05	0.8748026	0.8483311	0.86136353	3.11E-10	0
1088	0.025013953	0.374999996	0.276315789	0.583333333	0.236363632	0.173333333	0.371428571	0.404040399	0.317460317	0.555555556	0.014901604	0.10124119	0.038843965	3.51E-07	0.00034637	1.10E-05	4.10E-06	0.000770685	5.62E-05	0.8668254	0.8925456	0.87949747	7.23E-09	-0.5
1089	0.011225952	0.217391299	0.243902439	0.196078431	0.066666662	0.075	0.06	0.199999995	0.235294118	0.173913043	0.004586593	0.122266172	0.023984296	4.99E-08	0.000380417	4.36E-06	4.55E-07	0.000378385	1.31E-05	0.8709086	0.8587025	0.8647624	3.08E-10	0
1090	0.024985714	0.320610682	0.368421053	0.283783784	0.155038755	0.178571429	0.136986301	0.336283181	0.38	0.301587302	0.009608109	0.075465855	0.026962303	9.71E-08	0.000161651	3.98E-06	1.00E-06	0.000210495	1.45E-05	0.8717876	0.84759593	0.85952157	1.22E-09	0
1091	0.006718463	0.377358486	0.285714286	0.555555556	0.173076919	0.130434783	0.257142857	0.44444444	0.363636364	0.571428571	0.010851729	0.12572318	0.036949004	1.83E-07	0.000361821	8.14E-06	7.10E-06	0.00105069	8.64E-05	0.8776405	0.91815203	0.8974393	1.70E-08	0
1092	0.005630056	0.263157891	0.180722892	0.483870968	0.071428568	0.048780488	0.133333333	0.301075264	0.222222222	0.466666667	0.005434171	0.071669639	0.020105677	8.00E-08	0.000207884	4.12E-06	4.21E-07	0.000117207	7.07E-06	0.84357905	0.90455747	0.87300473	2.12E-10	0.5
1093	0.017983242	0.466019412	0.461538462	0.470588235	0.198019797	0.196078431	0.2	0.449438197	0.425531915	0.476190476	0.024035559	0.100745411	0.049354769	3.00E-07	0.000318716	9.79E-06	1.65E-06	0.000291665	2.20E-05	0.87474704	0.8837296	0.87921536	1.75E-09	0.5
1094	0.015251346	0.300751875	0.317460317	0.285714286	0.061068697	0.064516129	0.057971014	0.297029698	0.3125	0.283018868	0.007136087	0.061405652	0.021179349	4.82E-08	0.000110471	2.31E-06	2.08E-07	0.00021357	6.67E-06	0.84932667	0.85766363	0.8534748	2.83E-10	1
1095	0	0.181818177	0.21875	0.155555556	0.026666662	0.032258065	0.022727273	0.218749995	0.28	0.179487179	0.003465892	0.050946498	0.013326144	2.46E-08	7.14E-05	1.32E-06	2.62E-07	8.44E-05	4.73E-06	0.83688176	0.8436817	0.840268	6.83E-11	0.5
1096	0.005773962	0.266666663	0.188235294	0.457142857	0.050847454	0.035714286	0.088235294	0.179999996	0.126760563	0.310344828	0.007305962	0.072782687	0.023405693	1.73E-07	0.000262482	6.84E-06	7.33E-07	0.000139375	1.02E-05	0.83867484	0.8830293	0.8602807	2.00E-10	0
1097	0.021388902	0.172839501	0.152173913	0.2	0.050632906	0.044444444	0.058823529	0.214285709	0.260869565	0.181818182	0.001633655	0.032382507	0.007276646	1.99E-08	5.73E-05	1.07E-06	5.10E-07	0.000103844	7.29E-06	0.85461324	0.8586969	0.8566502	6.50E-10	0
1098	0.01304883	0.393442618	0.333333333	0.48	0.149999995	0.126760563	0.183673469	0.39622641	0.344262295	0.466666667	0.023546606	0.089851205	0.046192908	5.20E-07	0.000261695	1.17E-05	7.76E-06	0.000592791	6.83E-05	0.8762969	0.90294546	0.8894216	2.66E-09	0
1099	0.00725814	0.102040812	0.079365079	0.142857143	0	0	0	0.045977007	0.034482759	0.068965517	0.002920419	0.082583245	0.015546512	1.22E-08	0.000134153	1.28E-06	1.31E-07	0.000162872	4.62E-06	0.83044386	0.85733396	0.8436747	9.17E-12	0.5
1100	0.021907515	0.243902434	0.238095238	0.25	0.024999995	0.024390244	0.025641026	0.173913038	0.166666667	0.181818182	0.003025919	0.051826749	0.012527137	1.12E-08	5.65E-05	7.98E-07	8.54E-07	0.000335609	1.69E-05	0.863082	0.8456058	0.8542545	4.80E-10	0
1101	0	0.468749995	0.434782609	0.508474576	0.222222217	0.205882353	0.24137931	0.442307687	0.403508772	0.489361702	0.057712578	0.123362218	0.084655853	1.12E-06	0.000846139	3.07E-05	3.34E-06	0.000736823	4.96E-05	0.89390445	0.90227365	0.89806956	1.14E-09	1
1102	0.00725814	0.319327726	0.287878788	0.358490566	0.136752132	0.123076923	0.153846154	0.359999995	0.339622642	0.382978723	0.007423078	0.060237344	0.021145836	1.38E-07	0.00017324	4.90E-06	2.42E-06	0.000285479	2.63E-05	0.8556124	0.8558581	0.85573524	7.97E-10	-0.5
1103	0	0.330708657	0.4375	0.265822785	0.127999995	0.170212766	0.102564103	0.320754712	0.435897436	0.253731343	0.015070028	0.134966722	0.045099361	2.60E-07	0.000958272	1.59E-05	1.87E-06	0.000800544	3.87E-05	0.8682921	0.86722887	0.8677601	2.08E-09	0
1104	0	0.404494377	0.418604651	0.391304348	0.275862064	0.285714286	0.266666667	0.421052627	0.5	0.363636364	0.012908931	0.078110102	0.031753999	3.53E-07	0.000387839	1.17E-05	3.37E-06	0.000424899	3.78E-05	0.8868831	0.87568724	0.88124955	1.09E-08	0
1105	0	0.108108104	0.075471698	0.19047619	0	0	0	0.121212117	0.088888889	0.19047619	0.001299563	0.04313198	0.00748684	4.06E-09	4.32E-05	4.19E-07	1.25E-07	0.000108852	3.68E-06	0.8238149	0.84966034	0.836538	2.88E-11	0.5
1106	0.014286756	0.363636359	0.303030303	0.454545455	0.148148143	0.123076923	0.186046512	0.333333328	0.291666667	0.388888889	0.01418332	0.080832159	0.033959344	2.57E-07	0.000187225	7.37E-06	1.35E-06	0.000186738	1.62E-05	0.83353436	0.86310923	0.84806406	2.24E-10	0
1107	0.010953758	0.274999995	0.244444444	0.314285714	0.076923072	0.068181818	0.088235294	0.259740255	0.23255814	0.294117647	0.005242974	0.049476284	0.016252419	2.14E-08	6.56E-05	1.18E-06	4.33E-07	9.99E-05	6.58E-06	0.84774184	0.8623993	0.85500777	1.25E-10	0
1108	0	0.357894732	0.472222222	0.288135593	0.215053759	0.285714286	0.172413793	0.380952376	0.533333333	0.296296296	0.012130855	0.089690553	0.033048958	9.82E-08	0.000172436	4.11E-06	3.73E-06	0.000369428	3.71E-05	0.90607005	0.8627549	0.8838821	7.61E-09	0.5
1109	0.012682524	0.241935479	0.205479452	0.294117647	0.03278688	0.027777778	0.04	0.213592228	0.186440678	0.25	0.008286145	0.082568165	0.026257255	1.26E-08	0.000179666	1.50E-06	4.84E-07	0.000351615	1.31E-05	0.84774935	0.86735934	0.8574423	2.15E-09	0.5
1110	0.010476765	0.448275857	0.448275862	0.448275862	0.197674414	0.197674419	0.197674419	0.436090221	0.426470588	0.446153846	0.037189902	0.143159017	0.07296625	1.03E-06	0.000991787	3.20E-05	2.82E-06	0.000957014	5.20E-05	0.8862927	0.8880324	0.8871617	1.91E-08	1
1111	0.008647404	0.333333329	0.272727273	0.428571429	0.159090904	0.12962963	0.205882353	0.333333329	0.274509804	0.424242424	0.017308655	0.108376642	0.04331114	1.87E-07	0.000517837	9.85E-06	2.45E-06	0.000676411	4.08E-05	0.87551033	0.89948624	0.8873364	1.21E-08	0.5
1112	0.008328571	0.409090904	0.321428571	0.5625	0.139534879	0.109090909	0.193548387	0.432432428	0.363636364	0.533333333	0.012145754	0.083448627	0.035195232	3.08E-07	0.000187875	8.52E-06	1.11E-06	0.000163755	1.36E-05	0.83225536	0.87962174	0.85528326	4.93E-09	0
1113	0.014938122	0.351851848	0.59375	0.25	0.22641509	0.387096774	0.16	0.365591394	0.586206897	0.265625	0.006018516	0.09416175	0.023913186	5.54E-08	0.000239704	3.64E-06	2.02E-06	0.000560596	3.38E-05	0.9016157	0.85881335	0.87969416	1.16E-09	0
1114	0.007625673	0.303030298	0.25	0.384615385	0.082474222	0.06779661	0.105263158	0.311111106	0.274509804	0.358974359	0.007527419	0.063312747	0.021830756	1.60E-08	0.000101631	1.28E-06	5.86E-07	0.000376402	1.49E-05	0.8713851	0.85174	0.86145055	5.31E-10	0.5
1115	0.010725482	0.331491708	0.352941176	0.3125	0.122905023	0.130952381	0.115789474	0.271428566	0.287878788	0.256756757	0.005181281	0.071837479	0.019295679	3.17E-08	0.000144683	2.14E-06	6.63E-07	0.000241549	1.27E-05	0.83967793	0.84026027	0.839969	1.08E-10	1
1116	0.012506977	0.460317455	0.397260274	0.547169811	0.193548382	0.166666667	0.230769231	0.425925921	0.37704918	0.489361702	0.052484682	0.151877448	0.089281794	1.42E-06	0.001028039	3.82E-05	5.90E-06	0.000578163	5.84E-05	0.883149	0.89571124	0.88938576	1.71E-09	0.5
1117	0.008647404	0.378947364	0.333333333	0.43902439	0.172043006	0.150943396	0.2	0.378378373	0.35	0.411764706	0.023688882	0.065177738	0.041995654	5.92E-07	0.000192207	1.08E-05	3.22E-06	0.000289517	3.11E-05	0.86319566	0.88176316	0.8723806	2.41E-08	-1
1118	0.031992177	0.136363632	0.166666667	0.115384615	0	0	0	0.153846149	0.227272727	0.11627907	0.002327314	0.026551709	0.007860922	7.39E-09	5.24E-05	6.22E-07	1.37E-07	5.26E-05	2.68E-06	0.8125719	0.80602884	0.8092872	5.17E-11	-1
1119	0.025637324	0.100840332	0.166666667	0.072289157	0	0	0	0.096385539	0.222222222	0.061538462	0.000865132	0.043055498	0.006114638	2.27E-09	5.92E-05	3.67E-07	1.26E-07	0.00014651	4.30E-06	0.8389085	0.80273366	0.82042253	1.89E-11	0
1120	0	0.05797101	0.0625	0.054054054	0	0	0	0.075471694	0.117647059	0.055555556	0.002244318	0.062216138	0.011844862	2.24E-09	3.50E-05	2.80E-07	6.65E-08	6.09E-05	2.01E-06	0.8073551	0.8266344	0.81688094	8.09E-12	-1
1121	0.009795324	0.462499995	0.393617021	0.560606061	0.26582278	0.225806452	0.323076923	0.442622946	0.391304348	0.509433962	0.027438837	0.078763635	0.046498929	1.73E-06	0.0003408	2.43E-05	7.45E-06	0.000715413	7.31E-05	0.8915224	0.91099495	0.90115345	3.13E-09	0.5
1122	0.017294808	0.35820895	0.444444444	0.3	0.090909086	0.113207547	0.075949367	0.301886788	0.41025641	0.23880597	0.013931392	0.106446194	0.038509007	8.16E-08	0.000335792	5.24E-06	3.02E-06	0.001113061	5.80E-05	0.88462436	0.8689049	0.8766941	7.85E-09	0.5
1123	0.015251346	0.283018863	0.238095238	0.348837209	0.153846149	0.129032258	0.19047619	0.374999995	0.375	0.375	0.007898954	0.074744926	0.024840413	6.13E-08	0.000141702	2.95E-06	3.07E-06	0.000235676	2.70E-05	0.8581928	0.8632406	0.86070925	3.89E-09	0
1124	0.007756598	0.203703699	0.183333333	0.229166667	0.037735844	0.033898305	0.042553191	0.189473679	0.18	0.2	0.004562679	0.072798445	0.018225148	1.41E-08	0.000123961	1.32E-06	3.53E-07	0.000131796	6.82E-06	0.8479087	0.8575699	0.8527119	1.37E-10	0
1125	0.010447139	0.277777773	0.319148936	0.245901639	0.113207542	0.130434783	0.1	0.27659574	0.317073171	0.245283019	0.010811778	0.122084641	0.036413458	9.46E-08	0.000469435	6.67E-06	1.43E-06	0.000442627	2.52E-05	0.86775947	0.85506654	0.8613662	2.39E-09	1
1126	0.010239322	0.220689651	0.166666667	0.326530612	0.069930065	0.052631579	0.104166667	0.24561403	0.197183099	0.325581395	0.005357787	0.067819464	0.019144132	1.72E-08	0.000104917	1.36E-06	4.10E-07	0.000225544	9.87E-06	0.81864995	0.85808665	0.8379045	6.94E-10	0
1127	0	0.252873559	0.203703704	0.333333333	0.023529407	0.018867925	0.03125	0.266666662	0.227272727	0.322580645	0.003750034	0.06951652	0.01616869	1.55E-08	8.19E-05	1.13E-06	1.56E-07	9.91E-05	3.94E-06	0.859449	0.8708645	0.8651191	4.27E-10	0
1128	0.011850837	0.121739126	0.088607595	0.194444444	0.035398226	0.025641026	0.057142857	0.170731702	0.145833333	0.205882353	0.004353844	0.040350618	0.013367135	7.21E-08	0.000118599	2.92E-06	8.56E-07	0.00021215	1.35E-05	0.8208937	0.8388841	0.82979137	6.79E-10	-0.5
1129	0.010986296	0.283582085	0.223529412	0.387755102	0.075757571	0.05952381	0.104166667	0.288288283	0.246153846	0.347826087	0.004934383	0.080349784	0.019911717	3.58E-08	0.000136201	2.21E-06	5.90E-07	0.000262596	1.25E-05	0.8465292	0.8678255	0.85704505	5.62E-10	1
1130	0.008177812	0.366666662	0.360655738	0.372881356	0.10169491	0.1	0.103448276	0.395833328	0.422222222	0.37254902	0.014811246	0.105572507	0.039543137	2.69E-07	0.000275041	8.60E-06	3.06E-06	0.000503195	3.92E-05	0.8482388	0.85178024	0.8500058	2.90E-09	1
1131	0.0147533	0.181818177	0.142857143	0.25	0.061855665	0.048387097	0.085714286	0.206896547	0.169811321	0.264705882	0.015743224	0.110265965	0.042229173	1.42E-07	0.000545594	8.81E-06	1.11E-06	0.000476054	2.31E-05	0.8485439	0.86676514	0.8575577	2.05E-09	0.5
1132	0.005773962	0.311377241	0.305882353	0.317073171	0.121212116	0.119047619	0.12345679	0.285714281	0.285714286	0.285714286	0.014770037	0.086671488	0.035934663	1.89E-07	0.000236951	6.69E-06	4.70E-07	0.000148096	8.46E-06	0.84858865	0.8740775	0.8611445	2.47E-10	0
1133	0	0.405797096	0.378378378	0.4375	0.179104473	0.166666667	0.193548387	0.339622637	0.346153846	0.333333333	0.039741627	0.091645995	0.06035429	3.45E-07	8.28E-05	5.35E-06	2.05E-06	0.000162856	1.83E-05	0.8455881	0.88440627	0.8645617	3.13E-08	-0.5
1134	0.011850837	0.469696965	0.392405063	0.58490566	0.215384611	0.179487179	0.269230769	0.477064215	0.419354839	0.553191489	0.048114586	0.151600294	0.085406008	1.65E-06	0.001066505	4.19E-05	6.22E-06	0.00064859	6.37E-05	0.88386476	0.9110129	0.89723355	1.28E-09	1
1135	0.00936438	0.32098765	0.265306122	0.40625	0.075949362	0.0625	0.096774194	0.285714281	0.256410256	0.322580645	0.013319632	0.111680447	0.038665479	5.85E-08	0.00026553	3.95E-06	2.01E-06	0.000517351	3.28E-05	0.883103	0.9045967	0.8937207	9.80E-09	0.5
1136	0.011813053	0.190476186	0.256410256	0.151515152	0.019417471	0.026315789	0.015384615	0.120481923	0.185185185	0.089285714	0.0018453	0.047185147	0.009331172	8.21E-09	0.000112022	9.59E-07	1.97E-07	8.66E-05	4.13E-06	0.86380625	0.8289928	0.8460415	8.27E-11	0.5
1137	0.013240034	0.393162388	0.333333333	0.479166667	0.173913039	0.147058824	0.212765957	0.424242419	0.375	0.488372093	0.007806642	0.070508912	0.023500667	1.38E-07	0.000166169	4.79E-06	2.16E-06	0.000407353	3.02E-05	0.8588488	0.8899928	0.87414354	1.17E-09	1
1138	0.007756598	0.12068965	0.116666667	0.125	0	0	0	0.121212116	0.12	0.12244898	0.001656378	0.068254599	0.010632759	8.73E-09	0.000144618	1.12E-06	1.90E-07	0.000213979	6.38E-06	0.8328072	0.83273226	0.8327697	7.57E-11	0
1139	0	0.344086017	0.380952381	0.31372549	0.043956039	0.048780488	0.04	0.289855068	0.357142857	0.243902439	0.010218678	0.049426118	0.022478145	3.91E-08	0.000124237	2.20E-06	8.55E-07	0.000335446	1.71E-05	0.8535211	0.85950446	0.85650235	5.26E-10	0
1140	0	0.395061724	0.470588235	0.340425532	0.227848096	0.272727273	0.195652174	0.419354834	0.619047619	0.317073171	0.006815847	0.049069644	0.018288018	1.39E-07	0.000183398	5.05E-06	1.59E-06	0.000316319	2.26E-05	0.9058531	0.8654477	0.88518953	8.54E-09	0
1141	0.016064829	0.217821777	0.189655172	0.255813953	0.040404036	0.035087719	0.047619048	0.191489357	0.173076923	0.214285714	0.005365529	0.0877238	0.021701524	1.17E-07	0.000469742	7.42E-06	1.45E-06	0.000580112	2.90E-05	0.85212266	0.8679702	0.85997343	4.79E-10	0
1142	0	0.399999995	0.514285714	0.327272727	0.136363632	0.176470588	0.111111111	0.414634141	0.5	0.354166667	0.019676567	0.088739896	0.041791087	4.76E-07	0.000462811	1.48E-05	7.06E-06	0.001084876	8.78E-05	0.9254054	0.8654276	0.8944121	2.44E-09	0.5
1143	0.011547924	0.335329336	0.329411765	0.341463415	0.072727268	0.071428571	0.074074074	0.333333328	0.338709677	0.328125	0.005977779	0.054018541	0.01802948	5.09E-08	0.000118367	2.46E-06	7.17E-07	0.000183495	1.15E-05	0.8452972	0.85172653	0.8484997	1.03E-10	1
1144	0.010986296	0.479999995	0.5	0.461538462	0.208092481	0.21686747	0.2	0.399999995	0.435483871	0.369863014	0.016589043	0.121803585	0.044951145	2.63E-07	0.000476817	1.12E-05	6.16E-06	0.001131682	8.36E-05	0.89292955	0.877789	0.88529456	3.25E-08	0
1145	0.008328571	0.098765428	0.070175439	0.166666667	0	0	0	0.112676052	0.08	0.19047619	0.001158934	0.054969743	0.007981618	3.24E-09	5.55E-05	4.24E-07	1.53E-07	0.00012527	4.38E-06	0.8042913	0.84178483	0.82261103	1.37E-10	0
1146	0.014011439	0.139534879	0.181818182	0.113207547	0	0	0	0.124999995	0.151515152	0.106382979	0.002460389	0.060506479	0.012201201	5.73E-09	4.16E-05	4.88E-07	3.74E-07	0.000128616	6.94E-06	0.8636898	0.84526116	0.8543761	2.42E-10	0.5
1147	0.005493148	0.239316235	0.168674699	0.411764706	0.104347822	0.073170732	0.181818182	0.23913043	0.174603175	0.379310345	0.00645723	0.094741545	0.024743091	2.85E-08	0.000140126	2.00E-06	3.79E-07	0.000146944	7.47E-06	0.83534384	0.8633854	0.84913313	3.71E-09	0.5
1148	0	0.476190471	0.540540541	0.425531915	0.292682922	0.333333333	0.260869565	0.485714281	0.586206897	0.414634146	0.037757099	0.162971352	0.078443191	2.99E-06	0.001569987	6.85E-05	4.28E-05	0.0036976	0.000397993	0.92409647	0.90828633	0.9161232	1.55E-07	0.5
1149	0.013240034	0.372881351	0.301369863	0.488888889	0.172413788	0.138888889	0.227272727	0.288888884	0.240740741	0.361111111	0.006599924	0.076846021	0.022599164	2.17E-07	0.000297112	8.03E-06	3.40E-06	0.00054708	4.32E-05	0.8478452	0.8980578	0.8722294	6.82E-10	0
1150	0.011225952	0.298245609	0.404761905	0.236111111	0.08928571	0.12195122	0.070422535	0.263736259	0.324324324	0.222222222	0.007699268	0.093671088	0.026855138	6.04E-08	0.000324476	4.43E-06	1.23E-06	0.000327184	2.01E-05	0.88627106	0.8689303	0.877515	1.81E-09	0.5
1151	0.005178341	0.393442619	0.272727273	0.705882353	0.283333329	0.195402299	0.515151515	0.359550558	0.246153846	0.666666667	0.013440432	0.112143377	0.038823373	1.66E-07	0.000279808	6.82E-06	7.46E-07	0.000169201	1.12E-05	0.85031146	0.8908775	0.8701219	1.02E-08	0.5
1152	0	0.297297292	0.268292683	0.333333333	0.083333328	0.075	0.09375	0.350877188	0.4	0.3125	0.008797012	0.07286403	0.025319073	4.42E-08	9.23E-05	2.02E-06	1.19E-06	0.000319991	1.97E-05	0.85585123	0.8574252	0.85663754	2.68E-09	0
1153	0.010239322	0.331034478	0.266666667	0.436363636	0.041958037	0.033707865	0.055555556	0.303571424	0.253731343	0.377777778	0.015823187	0.095666498	0.039165081	1.41E-07	0.000371839	7.25E-06	7.03E-07	0.000268603	1.38E-05	0.85687137	0.8716622	0.8642036	3.77E-09	0.5
1154	0.012130252	0.630136981	0.605263158	0.657142857	0.394366192	0.378378378	0.411764706	0.688524585	0.65625	0.724137931	0.07022952	0.158362274	0.105825193	1.17E-05	0.000704228	9.26E-05	1.99E-05	0.000671099	0.000115641	0.88972044	0.93717515	0.9128315	4.58E-07	0.5
1155	0	0.333333328	0.318181818	0.35	0.097560971	0.093023256	0.102564103	0.277777773	0.277777778	0.277777778	0.01527946	0.142192712	0.046615925	4.26E-07	0.000620777	1.63E-05	1.95E-05	0.00245399	0.000218495	0.8833034	0.8669842	0.8750677	1.14E-07	0.5
1156	0.01872876	0.337078647	0.3	0.384615385	0.091954018	0.081632653	0.105263158	0.358974354	0.35	0.368421053	0.014690695	0.092951729	0.03695303	2.95E-07	0.000233601	8.30E-06	5.57E-06	0.001041689	7.66E-05	0.8641006	0.8733554	0.8687033	6.29E-09	0.5
1157	0.010694451	0.142857138	0.11627907	0.185185185	0	0	0	0.11940298	0.1	0.148148148	0.002791674	0.082971366	0.015219362	1.64E-08	0.000296735	2.21E-06	3.27E-07	0.000345187	1.06E-05	0.83419156	0.8602174	0.84700465	7.30E-10	1
1158	0.008647404	0.419047614	0.407407407	0.431372549	0.077669898	0.075471698	0.08	0.321839075	0.29787234	0.35	0.015416851	0.146930438	0.047594141	2.81E-07	0.000805631	1.51E-05	5.84E-06	0.001518379	9.42E-05	0.8537009	0.90004784	0.876262	1.16E-08	0
1159	0.01451628	0.361904757	0.301587302	0.452380952	0.077669898	0.064516129	0.097560976	0.282352936	0.244897959	0.333333333	0.002880162	0.034747057	0.010018876	5.14E-08	5.23E-05	1.64E-06	7.32E-07	0.000171837	1.13E-05	0.86195177	0.86573267	0.8638381	1.44E-10	0
1160	0.019538768	0.243902434	0.212765957	0.285714286	0.074999995	0.065217391	0.088235294	0.246575338	0.209302326	0.3	0.005152062	0.065061698	0.018326424	2.17E-08	0.000199156	2.08E-06	5.80E-07	0.000214886	1.12E-05	0.8433506	0.8545131	0.84889513	1.03E-10	1
1161	0.012130252	0.273972598	0.263157895	0.285714286	0.140845065	0.135135135	0.147058824	0.377358486	0.5	0.303030303	0.006084451	0.062684136	0.01952942	1.52E-07	0.000327995	7.06E-06	1.73E-06	0.000408845	2.66E-05	0.8923592	0.8660042	0.8789842	5.08E-09	-1
1162	0.007625673	0.310344823	0.295081967	0.327272727	0.070175434	0.066666667	0.074074074	0.329670325	0.294117647	0.375	0.013210584	0.135207246	0.042263066	1.19E-07	0.000599294	8.44E-06	1.59E-06	0.000836061	3.65E-05	0.8546858	0.8572798	0.8559808	1.16E-08	0.5
1163	0	0.239999995	0.3	0.2	0.081632648	0.102564103	0.06779661	0.230769226	0.333333333	0.176470588	0.008681396	0.088232562	0.027676369	3.76E-08	0.000122294	2.14E-06	9.85E-07	0.000416294	2.04E-05	0.8862775	0.84947157	0.86748433	1.45E-09	1
1164	0.00737665	0.355140182	0.301587302	0.431818182	0.171428567	0.14516129	0.209302326	0.3368421	0.280701754	0.421052632	0.010316302	0.128227364	0.03637076	8.00E-08	0.000432963	5.88E-06	2.69E-06	0.000764883	4.54E-05	0.88731146	0.9084644	0.8977633	9.38E-09	0.5
1165	0.019538768	0.120481923	0.104166667	0.142857143	0.024691353	0.021276596	0.029411765	0.144927531	0.128205128	0.166666667	0.002755212	0.071896319	0.014090248	1.67E-08	8.47E-05	1.19E-06	7.66E-07	0.000319375	1.56E-05	0.8275967	0.8251582	0.82637566	8.47E-11	-0.5
1166	0.019538768	0.40336134	0.510638298	0.333333333	0.188034183	0.239130435	0.154929577	0.374999995	0.461538462	0.315789474	0.019549177	0.110019304	0.046386042	6.27E-07	0.000534613	1.83E-05	3.62E-06	0.000645967	4.84E-05	0.9006747	0.8938965	0.8972728	5.50E-10	0
1167	0.012008331	0.272189344	0.283950617	0.261363636	0.119760474	0.125	0.114942529	0.28070175	0.347826087	0.235294118	0.007259979	0.12519282	0.030241268	4.11E-08	0.000426636	4.20E-06	4.21E-07	0.000253327	1.04E-05	0.8398635	0.8510561	0.8454227	1.37E-09	-0.5
1168	0	0.151898729	0.171428571	0.136363636	0.025974021	0.029411765	0.023255814	0.21428571	0.333333333	0.157894737	0.003713686	0.053690802	0.014120589	1.47E-08	6.04E-05	9.43E-07	1.04E-06	0.000275224	1.70E-05	0.86394703	0.85646325	0.86018884	1.02E-09	-0.5
1169	0.011813053	0.189189184	0.175	0.205882353	0	0	0	0.269230764	0.333333333	0.225806452	0.002622605	0.034762926	0.00954827	3.74E-08	5.76E-05	1.47E-06	4.32E-07	7.20E-05	5.59E-06	0.85710543	0.85173786	0.8544133	1.44E-10	0
1170	0.009985315	0.235294113	0.217391304	0.256410256	0.024096381	0.022222222	0.026315789	0.210526311	0.2	0.222222222	0.004064649	0.090574896	0.019187363	2.07E-08	0.000152312	1.77E-06	5.59E-07	0.000365352	1.43E-05	0.85143566	0.84085405	0.8461118	5.35E-10	0.5
1171	0	0.354838705	0.34375	0.366666667	0.166666662	0.161290323	0.172413793	0.346153841	0.36	0.333333333	0.025888562	0.107393817	0.052744625	4.47E-07	0.0006084	1.65E-05	4.46E-06	0.000772331	5.92E-05	0.89697945	0.8856791	0.89129347	5.45E-08	-0.5
