cand id	F1 score	R score	P score	score
6499	0.3809258	0.54479176	0.34500718	2
6501	0.26647305	0.4724905	0.15876822	1
6502	0.1739259	0.3758463	0.14181408	1
6503	0.24992602	0.3754763	0.23637226	0
6505	0.27857205	0.40993646	0.25799093	2
6506	0.26826006	0.4345143	0.14795093	1
6508	0.17460963	0.28878516	0.15195714	1
6510	0.32865465	0.524297	0.14449833	1
6511	0.25767013	0.5020007	0.2735488	1
6512	0.38007292	0.36415356	0.5290638	1
6513	0.20806113	0.30036327	0.11646054	1
6514	0.28509742	0.41874245	0.1557366	0
6515	0.19766898	0.46563637	0.010826489	1
6516	0.25152194	0.37061825	0.22253501	0
6517	0.14996704	0.23316519	0.17012957	1
6519	0.38131428	0.5175419	0.43705195	0
6520	0.16012716	0.36709973	0.103200614	1
6521	0.31668282	0.36273867	0.28981453	2
6522	0.047351956	0.4168631	-0.1631257	1
6523	0.14528978	0.31048685	0.13782664	1
6524	0.25868267	0.39333937	0.25665164	0
6525	0.31653836	0.4647372	0.31091955	1
6529	0.44084466	0.5700021	0.4762445	0
6531	0.29820326	0.46585923	0.36511675	1
6532	0.3529483	0.5892227	0.3318951	0
6533	0.12791243	0.19678323	0.15961792	1
6535	0.06843184	0.30813247	-0.044050597	1
6537	0.58766824	0.6941543	0.5656365	1
6538	0.34304988	0.54464	0.3479592	1
6539	0.084088214	0.3617815	-0.0033478807	1
6540	0.207572	0.33016562	0.09345837	0
6542	0.16199787	0.39072606	0.08114932	1
6543	0.3395783	0.47718194	0.3305286	1
6544	0.48281196	0.58326316	0.47502515	1
6545	0.113315195	0.38603142	0.08704171	1
6546	0.35400036	0.47602102	0.3531303	0
6547	0.39679477	0.41958147	0.46041885	0
6548	0.3412046	0.4748693	0.256652	0
6549	0.052412413	0.29331636	-0.0009554761	0
6550	0.3191627	0.44700184	0.35121828	0
6551	0.10851678	0.07087894	0.1553839	0
6552	0.46456656	0.52646	0.46900576	1
6553	0.26096514	0.30224472	0.26930878	0
6555	0.2899322	0.42417884	0.30778816	1
6556	0.23688127	0.28966418	0.25410995	1
6558	0.16406599	0.4452668	0.13865547	0
6559	0.33005777	0.51604563	0.3114127	1
6560	0.55587095	0.43893233	0.6816248	0
6562	0.26532352	0.4229019	0.27711707	0
6563	0.42492378	0.56219286	0.44203097	0
6564	0.27884293	0.43396604	0.15554379	1
6565	0.077643014	0.23651886	0.002417167	0
6567	0.39496645	0.32637545	0.50146115	1
6568	0.29292277	0.3966856	0.26176542	1
6570	0.3740508	0.4014545	0.4026817	0
6571	0.4036807	0.48824504	0.4102293	1
6572	0.34534827	0.4909825	0.40126917	0
6573	0.17980076	0.33980742	0.08178783	0
6574	0.21946649	0.51785177	0.11138248	1
6575	0.0025042715	0.22896154	-0.1433246	0
6579	0.50750643	0.59453636	0.5914899	1
6580	0.39564312	0.5715185	0.364584	1
6582	0.12901077	0.48841554	0.18162182	1
6583	0.22122313	0.49316144	0.13723834	1
6584	0.42690217	0.5013098	0.486724	1
6585	0.30792263	0.53142345	0.24765332	1
6586	0.25731522	0.26599082	0.41509935	0
6587	0.25244194	0.42891908	0.26651415	1
6588	0.39496645	0.32637545	0.50146115	1
6589	0.25928128	0.5162547	0.20940103	1
6590	0.3663561	0.4943549	0.34149408	0
6591	0.42147267	0.48403996	0.5056361	2
6592	0.46264252	0.49237227	0.49249858	1
6593	0.20249318	0.53971195	-0.0041431086	0
6594	0.2313843	0.4787546	0.15858357	1
6595	0.24998358	0.35502854	0.20611575	1
6596	0.21566047	0.48166823	0.13019061	1
6599	0.27964178	0.4627935	0.21123557	2
6600	0.22707608	0.4224714	0.18116513	1
6601	0.14324744	0.28015146	0.092231564	1
6602	0.06245069	0.25921062	-0.0562139	1
6603	0.5008879	0.60375303	0.43719488	1
6604	0.37092778	0.5761887	0.3345139	1
6605	0.31621417	0.5046391	0.2873956	2
6606	0.1925884	0.35448557	0.108153455	1
6607	0.5713546	0.5651458	0.70465565	1
6608	0.2851525	0.60540277	0.15297346	0
6609	0.3688586	0.34161285	0.4911094	1
6610	0.28196734	0.53853333	0.10408569	1
6612	0.46450335	0.5498164	0.4117384	1
6613	0.3611127	0.55892766	0.31435516	1
6614	0.36033717	0.44002604	0.391043	0
6616	0.26994994	0.5370728	0.21243796	1
6617	0.2307804	0.4042546	0.14859086	2
6618	0.38370517	0.5548538	0.3893977	2
6619	0.31919944	0.5446287	0.2671502	1
6620	0.43962625	0.5004871	0.4293038	1
6621	0.27479887	0.24410695	0.3034714	0
6622	0.2782948	0.46086854	0.33848864	1
6623	0.40475115	0.5092085	0.40031335	0
6624	0.41806749	0.48084477	0.43143442	1
6625	0.24105635	0.4293655	0.21033669	2
6626	0.3181456	0.5407179	0.23850925	1
6627	0.53134066	0.5368411	0.70613927	1
6628	0.3104933	0.35380784	0.39335406	1
6630	0.18740116	0.3917639	0.15051596	2
6631	0.35280952	0.527639	0.25793537	1
6632	0.28266484	0.40856296	0.2558688	1
6634	0.37709257	0.5719076	0.39464453	1
6635	0.0876209	0.40692168	-0.05150904	1
6636	0.3634538	0.4462866	0.28111622	0
6637	0.16439831	0.42663756	0.034604438	1
6638	0.18708366	0.23268625	0.23623289	1
6639	0.38026148	0.61225194	0.18969154	0
6640	0.46981984	0.6214198	0.37375778	1
6642	0.62541455	0.64912593	0.7876137	0
6643	0.1979607	0.35953182	0.24501789	1
6645	0.1837032	0.3934455	0.11160605	0
6646	0.296691	0.39568385	0.25346223	1
6647	0.26128653	0.45618275	0.18242943	2
6648	0.3410997	0.49401924	0.2596585	2
6650	0.11138905	0.39294532	-0.031409375	1
6652	0.38158938	0.48742333	0.36517087	1
6653	0.2516996	0.5470199	0.12708963	1
6654	0.24709612	0.5046932	0.16450532	0
6655	0.39882264	0.5045581	0.4394334	1
6656	0.18976064	0.2872974	0.2995331	1
6658	0.35506728	0.5696692	0.26300886	2
6659	0.30981627	0.4135073	0.22227961	1
6660	0.13109726	0.18697764	0.10050717	1
6661	0.23010303	0.3678804	0.20198362	1
6662	0.31492972	0.46765545	0.2973731	1
6663	0.5862372	0.63230246	0.6752262	1
6664	0.34599632	0.47534683	0.26494774	1
6665	0.2226997	0.50344986	0.038257957	2
6666	0.3247462	0.56945306	0.2713874	1
6667	0.42488703	0.5349469	0.49108854	0
6668	0.44357285	0.49479708	0.39152446	1
6670	0.41296923	0.6067526	0.40880686	0
6671	0.26723766	0.50961775	0.18638788	1
6672	0.275282	0.4270334	0.17710374	0
6673	0.50021505	0.61696535	0.39505628	0
6675	0.4635685	0.57055634	0.43175068	1
6676	0.17396758	0.3609782	0.16014749	1
6678	0.12691087	0.26179492	0.13905555	0
6679	0.30850747	0.3466626	0.36014268	1
6681	0.27061105	0.41216424	0.26838726	1
6682	0.078915805	0.31211364	0.0022685924	1
6683	0.35526186	0.4241141	0.3637205	1
6685	0.3366361	0.48104107	0.24517885	1
6686	0.031310633	0.33365688	-0.09346049	1
6687	0.35159853	0.39317843	0.3344513	1
6688	0.3592494	0.43528965	0.33012387	0
6690	0.25948152	0.41991928	0.18094191	0
6691	0.2220912	0.30109724	0.20162562	2
6692	0.27503052	0.5442205	0.2683165	1
6693	0.3356317	0.5603118	0.21667622	0
6694	0.2052037	0.5062432	0.09114379	1
6696	0.39042938	0.52187717	0.35589522	1
6698	0.28061402	0.3632629	0.25422633	0
6700	0.2912322	0.37674084	0.22848578	0
6701	0.24436335	0.40469322	0.16233365	2
6702	0.25722694	0.34675035	0.18216836	0
6703	0.19997655	0.49347344	0.1375217	1
6704	0.35128278	0.5461833	0.39046392	2
6705	0.33824086	0.38858533	0.3717789	0
6706	0.12589024	0.42954835	0.026231198	1
6707	0.4890004	0.4767748	0.6321226	1
6708	0.47938135	0.43243405	0.56403655	1
6709	0.29111177	0.3754381	0.2151452	1
6710	0.2203434	0.45419058	0.06766688	2
6713	0.071081966	0.18428686	0.05926145	1
6714	0.3920172	0.567492	0.45422363	1
6715	0.2577535	0.2911781	0.27168667	0
6719	0.15257692	0.27215695	0.21589975	2
6720	0.14363521	0.20542862	0.16324598	1
6723	0.027778307	0.31401455	-0.12897582	0
6724	0.027860947	0.28333604	0.056993566	0
6725	0.31299332	0.50118214	0.19311902	1
6726	0.2982442	0.46015862	0.27770182	2
6727	0.14316691	0.26608172	0.087243706	1
6730	0.39460695	0.5641921	0.3496993	1
6731	0.44372648	0.5448501	0.46604028	0
6735	0.33805194	0.52310103	0.32231772	0
6736	0.23078464	0.26227495	0.29519543	0
6737	0.119499765	0.30481702	0.046052463	1
6738	0.29162526	0.46902576	0.18348007	0
6739	0.19955558	0.3337835	0.2305248	0
6740	0.44898504	0.5951434	0.5072053	1
6741	0.29543552	0.484	0.27179068	0
6742	0.35349357	0.5567763	0.2396317	1
6743	0.18350048	0.47612432	0.10845874	0
6744	0.32355428	0.45733377	0.35416147	1
6745	0.27748358	0.33426458	0.44774473	1
6746	0.38908523	0.5541092	0.43021327	1
6747	0.26085037	0.3493516	0.24783726	1
6748	0.27850246	0.49752465	0.21149875	1
6749	0.438743	0.6032104	0.3033642	1
6750	0.3390182	0.4945859	0.22877055	1
6751	0.18114384	0.38211924	0.16525279	1
6753	0.30939955	0.4773567	0.26684952	1
6754	0.3430746	0.4262534	0.40308213	1
6756	0.24043444	0.26064003	0.27090028	1
6757	0.1989492	0.39721373	0.21127094	1
6758	0.19648767	0.32021427	0.20282128	0
6759	0.1288017	0.35427052	-0.0012936601	2
6760	0.35230732	0.4728276	0.23501599	2
6762	0.29100087	0.38052818	0.27414912	0
6763	0.13171811	0.33125156	0.13285291	1
6764	0.38463965	0.5482123	0.2925186	0
6765	0.29582825	0.47980693	0.17747411	1
6767	0.20816532	0.34150177	0.16402528	0
6768	0.37119266	0.4104529	0.39133132	0
6770	0.10099938	0.38373858	0.08924274	1
6771	0.29738358	0.44465488	0.17767751	2
6772	0.22596009	0.5261657	0.05663734	0
6773	0.3801135	0.5244922	0.3643997	1
6775	0.10009775	0.40110397	-0.029881533	1
6777	0.41201112	0.5553384	0.33916393	2
6778	0.312869	0.4678256	0.3069445	0
6779	0.34837344	0.4821631	0.2646216	1
6780	0.12178755	0.47461957	-0.10446067	1
6781	0.41887552	0.38586235	0.5682132	0
6782	0.080078416	0.1301787	0.10629769	0
6783	0.11968553	0.26306623	0.099344395	1
6786	0.28391397	0.40454856	0.3400087	1
6788	0.19186972	0.29870218	0.20961787	1
6789	0.2505988	0.30214038	0.3251438	1
6790	0.248115	0.27816954	0.37411293	1
6791	0.16573468	0.37607408	0.034183122	1
6792	0.2962086	0.5375811	0.2083327	0
6793	0.24878319	0.43703106	0.26166955	1
6794	0.16887005	0.46373478	0.0043751677	1
6795	0.46447083	0.3641458	0.7473259	1
6797	0.37964523	0.50058717	0.3151398	1
6798	0.22524458	0.40541586	0.21960244	1
6799	0.08453638	0.35787213	-0.08920772	0
6800	0.24503826	0.44544828	0.16861376	1
6801	0.030618789	0.3380855	-0.18479778	1
6802	0.297308	0.49758336	0.17651439	1
6804	0.17001005	0.2910444	0.16172591	0
6805	0.08864295	0.115231015	0.11352584	0
6806	0.18874565	0.40333632	0.13562419	1
6807	0.19858298	0.33389422	0.105119705	0
6808	0.16787165	0.45333102	0.1011471	1
