cand id	R1f	R1p	R1r	R2f	R2p	R2r	RLf	RLp	RLr	score
620	0.34285713789387756	0.3157894736842105	0.375	0.14705881856833924	0.13513513513513514	0.16129032258064516	0.3692307642414202	0.35294117647058826	0.3870967741935484	0.5
621	0.3424657490110715	0.5208333333333334	0.25510204081632654	0.15277777338059428	0.23404255319148937	0.1134020618556701	0.3220338936727953	0.4418604651162791	0.25333333333333335	1.0
622	0.4225352063667923	0.37037037037037035	0.4918032786885246	0.19999999510204094	0.175	0.23333333333333334	0.45762711369577713	0.4153846153846154	0.5094339622641509	0.0
623	0.42666666167466666	0.4444444444444444	0.41025641025641024	0.24657533747419788	0.2571428571428571	0.23684210526315788	0.4489795875885048	0.7333333333333333	0.3235294117647059	-0.5
624	0.2330097037383355	0.23529411764705882	0.23076923076923078	0.03960395539653038	0.04	0.0392156862745098	0.24999999531250006	0.3333333333333333	0.2	0.0
625	0.37499999536675344	0.5142857142857142	0.29508196721311475	0.12765956985061133	0.17647058823529413	0.1	0.37499999520000005	0.46875	0.3125	0.5
626	0.3697478941628416	0.36065573770491804	0.3793103448275862	0.23931623431952673	0.23333333333333334	0.24561403508771928	0.39175257232437033	0.40425531914893614	0.38	0.0
627	0.23157894266149595	0.1864406779661017	0.3055555555555556	0.043010747993988255	0.034482758620689655	0.05714285714285714	0.27160493333333335	0.24444444444444444	0.3055555555555556	0.0
628	0.2222222172320989	0.23255813953488372	0.2127659574468085	0.11363635864669443	0.11904761904761904	0.10869565217391304	0.25316455200128196	0.2777777777777778	0.23255813953488372	0.0
629	0.21951219022903046	0.2571428571428571	0.19148936170212766	0.04999999511250048	0.058823529411764705	0.043478260869565216	0.2153846111242604	0.35	0.15555555555555556	0.0
630	0.26315788986149585	0.3125	0.22727272727272727	0.08108107621256422	0.0967741935483871	0.06976744186046512	0.2711864361964953	0.4	0.20512820512820512	-0.5
631	0.2086956479395086	0.15	0.34285714285714286	0.05309734092567972	0.0379746835443038	0.08823529411764706	0.20202019757575768	0.15151515151515152	0.30303030303030304	0.5
632	0.34408601676031914	0.2807017543859649	0.4444444444444444	0.26373625900253594	0.21428571428571427	0.34285714285714286	0.4687499950048828	0.4838709677419355	0.45454545454545453	-1.0
633	0.1282051232347142	0.1388888888888889	0.11904761904761904	0.0	0.0	0.0	0.12121211625344373	0.13333333333333333	0.1111111111111111	0.5
634	0.1818181768365474	0.17142857142857143	0.1935483870967742	0.031249995019532045	0.029411764705882353	0.03333333333333333	0.19999999507200011	0.22727272727272727	0.17857142857142858	-0.5
635	0.3137254856286044	0.24242424242424243	0.4444444444444444	0.11999999545000017	0.09230769230769231	0.17142857142857143	0.3333333286167801	0.2692307692307692	0.4375	0.5
636	0.317757004576819	0.26153846153846155	0.40476190476190477	0.05714285238276683	0.046875	0.07317073170731707	0.2682926780011899	0.2391304347826087	0.3055555555555556	0.0
637	0.3389830459393853	0.29850746268656714	0.39215686274509803	0.08620689164684926	0.07575757575757576	0.1	0.27586206396617785	0.2727272727272727	0.27906976744186046	0.0
638	0.2758620641141499	0.3333333333333333	0.23529411764705882	0.0	0.0	0.0	0.1568627417147252	0.36363636363636365	0.1	-0.5
639	0.32478631986850764	0.37254901960784315	0.2878787878787879	0.17391303856332718	0.2	0.15384615384615385	0.34693877054352357	0.37777777777777777	0.32075471698113206	0.5
640	0.30909090429090913	0.25757575757575757	0.38636363636363635	0.055555550763031966	0.046153846153846156	0.06976744186046512	0.3296703247192369	0.3	0.36585365853658536	1.0
641	0.39694656028436576	0.30952380952380953	0.5531914893617021	0.1705426310702483	0.13253012048192772	0.2391304347826087	0.4144144095933772	0.3484848484848485	0.5111111111111111	0.0
642	0.16161615662075315	0.16666666666666666	0.1568627450980392	0.02061855170581479	0.02127659574468085	0.02	0.13636363138688035	0.14634146341463414	0.1276595744680851	0.0
643	0.24657533762431988	0.3	0.20930232558139536	0.02816900925213334	0.034482758620689655	0.023809523809523808	0.24615384121183442	0.27586206896551724	0.2222222222222222	0.0
644	0.3906249951220704	0.46296296296296297	0.33783783783783783	0.11111110623708764	0.1320754716981132	0.0958904109589041	0.3076923028420858	0.37209302325581395	0.26229508196721313	0.5
645	0.3666666626055556	0.2558139534883721	0.6470588235294118	0.16949152139471427	0.11764705882352941	0.30303030303030304	0.4222222177061729	0.3220338983050847	0.6129032258064516	-0.5
646	0.20689654697532708	0.16901408450704225	0.26666666666666666	0.07017543385657157	0.05714285714285714	0.09090909090909091	0.23404254830239937	0.2037037037037037	0.275	0.5
647	0.4672897147523802	0.5555555555555556	0.4032258064516129	0.24761904275011345	0.29545454545454547	0.21311475409836064	0.4225352067923031	0.625	0.3191489361702128	0.0
648	0.11764705389273376	0.10526315789473684	0.13333333333333333	0.0	0.0	0.0	0.14035087220683307	0.13333333333333333	0.14814814814814814	-0.5
649	0.42424241924701567	0.4117647058823529	0.4375	0.15950919745869263	0.15476190476190477	0.16455696202531644	0.4094488139053879	0.3939393939393939	0.4262295081967213	0.5
650	0.4255319099844072	0.375	0.4918032786885246	0.14388488717975279	0.12658227848101267	0.16666666666666666	0.40404039904499545	0.39215686274509803	0.4166666666666667	0.0
651	0.30927834570730156	0.38461538461538464	0.25862068965517243	0.14736841625263175	0.18421052631578946	0.12280701754385964	0.30232557652785297	0.3611111111111111	0.26	1.0
